imageID,eyeWidth,fishID,lakeID,fishStdLength,DOClevel,DOC,captureMethod,sizeStandardize,lakeSlope,lakeSS,basin,area,max_Depth,fitted
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 001 07-26,7.723743214,BA FN5 001 07-26.jpg,BA,83.29367918,low,7.4,Fyke_Net,9.181578745,0.54647,8.995228544,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 002 07-26,7.98587095,BA FN5 002 07-26.jpg,BA,97.61840822,low,7.4,Fyke_Net,8.603628022,0.54647,8.527939839,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 003 07-26,8.244008524,BA FN5 003 07-26.jpg,BA,106.1559981,low,7.4,Fyke_Net,8.431829646,0.54647,8.409337069,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 004 07-26,6.682056744,BA FN5 004 07-26.jpg,BA,64.33606672,low,7.4,Fyke_Net,9.322606869,0.54647,8.961594018,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 005 07-26,7.926496909,BA FN5 005 07-26.jpg,BA,90.66890534,low,7.4,Fyke_Net,8.939765125,0.54647,8.813131655,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 006 07-26,7.558280895,BA FN5 006 07-26.jpg,BA,76.95205221,low,7.4,Fyke_Net,9.43703368,0.54647,9.191820015,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 007 07-26,7.945933133,BA FN5 007 07-26.jpg,BA,77.40347569,low,7.4,Fyke_Net,9.885130892,0.54647,9.632415684,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN5 008 07-26,8.1390964,BA FN5 008 07-26.jpg,BA,88.59634073,low,7.4,Fyke_Net,9.312095277,0.54647,9.164591857,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN8 001 07-16,9.677387035,BA FN8 001 07-16.jpg,BA,137.6861572,low,7.4,Fyke_Net,8.423937626,0.54647,8.56367111,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN8 002 07-16,9.083350333,BA FN8 002 07-16.jpg,BA,115.728966,low,7.4,Fyke_Net,8.806046705,0.54647,8.83849082,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN8 003 07-16,10.40487884,BA FN8 003 07-16.jpg,BA,147.2916203,low,7.4,Fyke_Net,8.686316466,0.54647,8.874298119,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BAY 2018\Bay Light Adj\BA FN8 004 07-16,9.05692974,BA FN8 004 07-16.jpg,BA,117.772425,low,7.4,Fyke_Net,8.685662719,0.54647,8.72889025,4,67.3,12.2,2.193379
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 003 06-06,10.59610844,BH Electro 003 06-06.jpg,BH,141.3872246,high,10.9,Electrofishing,9.073212745,0.64589,9.014620933,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 004 06-06,8.306419266,BH Electro 004 06-06.jpg,BH,122.6367803,high,10.9,Electrofishing,7.768514747,0.64589,7.746831288,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 005 06-06,10.58245223,BH Electro 005 06-06.jpg,BH,134.4394841,high,10.9,Electrofishing,9.349075837,0.64589,9.300828089,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 006 06-06,11.25537061,BH Electro 006 06-06.jpg,BH,149.0680184,high,10.9,Electrofishing,9.326751985,0.64589,9.253840261,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 007 06-06,11.28201405,BH Electro 007 06-06.jpg,BH,144.713229,high,10.9,Electrofishing,9.522270977,0.64589,9.45508576,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH Electro 008 06-06,7.778823399,BH Electro 008 06-06.jpg,BH,117.8341649,high,10.9,Electrofishing,7.457525643,0.64589,7.444405781,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN 001 06-06,11.14420616,BH FN 001 06-06.jpg,BH,134.9872963,high,10.9,Fyke_Net,9.820566604,0.64589,9.768857098,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN 002 06-06,8.764661,BH FN 002 06-06.jpg,BH,90.90087417,high,10.9,Fyke_Net,9.869426818,0.64589,9.918479463,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN1 001 06-28,8.975974025,BH FN1 001 06-28.jpg,BH,102.9999433,high,10.9,Fyke_Net,9.353877135,0.64589,9.370004639,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN1 002 06-28,9.723529248,BH FN1 002 06-28.jpg,BH,112.9559142,high,10.9,Fyke_Net,9.569502616,0.64589,9.563129713,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN1 003 06-28,8.6112113,BH FN1 003 06-28.jpg,BH,99.23812279,high,10.9,Fyke_Net,9.183168558,0.64589,9.207867111,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN1 004 06-28,7.872624941,BH FN1 004 06-28.jpg,BH,93.23824673,high,10.9,Fyke_Net,8.726502668,0.64589,8.764112202,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 001 06-28,6.717824,BH FN3 001 06-28.jpg,BH,71.86764544,high,10.9,Fyke_Net,8.750782878,0.64589,8.847931518,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 002 06-28,10.33968381,BH FN3 002 06-28.jpg,BH,131.5664232,high,10.9,Fyke_Net,9.257768594,0.64589,9.215144498,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 003 06-28,9.307412817,BH FN3 003 06-28.jpg,BH,117.7399112,high,10.9,Fyke_Net,8.927405988,0.64589,8.911884825,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 004 06-28,8.982109347,BH FN3 004 06-28.jpg,BH,107.0273531,high,10.9,Fyke_Net,9.140302649,0.64589,9.146974125,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 005 06-28,8.397444008,BH FN3 005 06-28.jpg,BH,95.76939596,high,10.9,Fyke_Net,9.154940749,0.64589,9.18802296,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 006 06-28,8.188020831,BH FN3 006 06-28.jpg,BH,90.57139585,high,10.9,Fyke_Net,9.240883308,0.64589,9.287685095,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 007 06-28,8.659695,BH FN3 007 06-28.jpg,BH,97.10718044,high,10.9,Fyke_Net,9.359998253,0.64589,9.390448274,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 008 06-28,9.82834387,BH FN3 008 06-28.jpg,BH,102.2947525,high,10.9,Fyke_Net,10.28585191,0.64589,10.3054191,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 009 06-28,8.504837358,BH FN3 009 06-28.jpg,BH,96.62211525,high,10.9,Fyke_Net,9.221202568,0.64589,9.25240054,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 010 06-28,7.769079603,BH FN3 010 06-28.jpg,BH,81.70901948,high,10.9,Fyke_Net,9.346116215,0.64589,9.418527304,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 011 06-28,6.193883478,BH FN3 011 06-28.jpg,BH,60.79570553,high,10.9,Fyke_Net,8.950160764,0.64589,9.088806579,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 012 06-28,7.085982483,BH FN3 012 06-28.jpg,BH,77.60581901,high,10.9,Fyke_Net,8.801052704,0.64589,8.881079405,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN3 013 06-28,6.985169871,BH FN3 013 06-28.jpg,BH,68.92368815,high,10.9,Fyke_Net,9.338078096,0.64589,9.451976548,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN4 001 06-28,6.620351326,BH FN4 001 06-28.jpg,BH,69.01714052,high,10.9,Fyke_Net,8.842940964,0.64589,8.950486139,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN4 002 06-28,10.3424806,BH FN4 002 06-28.jpg,BH,113.9995033,high,10.9,Fyke_Net,10.12077769,0.64589,10.11162982,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN4 003 06-28,10.55378192,BH FN4 003 06-28.jpg,BH,122.4978517,high,10.9,Fyke_Net,9.877282336,0.64589,9.850001944,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG BIRCH 2018\Birch Light Adj\BH FN4 004 06-28,8.819642836,BH FN4 004 06-28.jpg,BH,110.9952419,high,10.9,Fyke_Net,8.774680229,0.64589,8.772812819,7,204.76,13.7,2.214698
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 001,6.718029009,CR FN1 001.jpg,CR,64.97346647,low,5,Fyke_Net,9.315679454,0.72044,9.822327077,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 002,9.97853525,CR FN1 002.jpg,CR,124.8281207,low,5,Fyke_Net,9.230433396,0.72044,9.114640319,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 003,8.764818133,CR FN1 003.jpg,CR,108.5879485,low,5,Fyke_Net,8.839491948,0.72044,8.851654637,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 004,6.773560978,CR FN1 004.jpg,CR,64.90246063,low,5,Fyke_Net,9.399053663,0.72044,9.911324174,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 005,7.4017778,CR FN1 005.jpg,CR,83.23937819,low,5,Fyke_Net,8.802401533,0.72044,9.053039416,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 006,7.483751915,CR FN1 006.jpg,CR,77.1093696,low,5,Fyke_Net,9.332155198,0.72044,9.671903913,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 007,5.729307362,CR FN1 007.jpg,CR,61.56902396,low,5,Fyke_Net,8.214223587,0.72044,8.707912104,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 008,9.395776312,CR FN1 008.jpg,CR,102.7295571,low,5,Fyke_Net,9.807323842,0.72044,9.875677328,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 009,9.657442451,CR FN1 009.jpg,CR,107.226481,low,5,Fyke_Net,9.816210453,0.72044,9.842181862,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 010,5.878096,CR FN1 010.jpg,CR,56.3887278,low,5,Fyke_Net,8.899517386,0.72044,9.518045238,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 011,7.085205,CR FN1 011.jpg,CR,79.47752842,low,5,Fyke_Net,8.671014782,0.72044,8.959431364,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 012,6.665341,CR FN1 012.jpg,CR,66.39450069,low,5,Fyke_Net,9.119467296,0.72044,9.594571513,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 013,7.085205,CR FN1 013.jpg,CR,75.40523221,low,5,Fyke_Net,8.958442424,0.72044,9.305449681,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 014,6.458821626,CR FN1 014.jpg,CR,62.42380176,low,5,Fyke_Net,9.181320811,0.72044,9.719663958,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN1 015,6.613691011,CR FN1 015.jpg,CR,64.58821626,low,5,Fyke_Net,9.204874374,0.72044,9.711294673,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN7 001,9.132645233,CR FN7 001.jpg,CR,111.920056,low,5,Fyke_Net,9.039464067,0.72044,9.024464366,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN7 002,9.458741304,CR FN7 002.jpg,CR,101.8847655,low,5,Fyke_Net,9.92372264,0.72044,10.00117871,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN7 003,6.561214674,CR FN7 003.jpg,CR,62.47613442,low,5,Fyke_Net,9.322029633,0.72044,9.867792598,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN7 004,10.23633792,CR FN7 004.jpg,CR,117.1996509,low,5,Fyke_Net,9.846441435,0.72044,9.784697546,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 001,9.349194993,CR FN9 001.jpg,CR,104.248361,low,5,Fyke_Net,9.670307779,0.72044,9.723362692,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 002,11.54673711,CR FN9 002.jpg,CR,134.6258107,low,5,Fyke_Net,10.19221832,0.72044,9.988266721,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 003,10.34128207,CR FN9 003.jpg,CR,119.556274,low,5,Fyke_Net,9.825361061,0.72044,9.7442454,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 004,7.452586,CR FN9 004.jpg,CR,80.61293127,low,5,Fyke_Net,9.040762886,0.72044,9.328178601,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 005,6.404861556,CR FN9 005.jpg,CR,61.73950753,low,5,Fyke_Net,9.167049827,0.72044,9.715306159,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 006,6.298834656,CR FN9 006.jpg,CR,68.91121826,low,5,Fyke_Net,8.4215001,0.72044,8.827194191,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 007,6.678551971,CR FN9 007.jpg,CR,64.67081249,low,5,Fyke_Net,9.287785102,0.72044,9.797509154,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 008,6.463084875,CR FN9 008.jpg,CR,65.12074482,low,5,Fyke_Net,8.949584267,0.72044,9.434175526,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 009,6.981028173,CR FN9 009.jpg,CR,69.54068797,low,5,Fyke_Net,9.281116547,0.72044,9.719340696,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 010,9.920536517,CR FN9 010.jpg,CR,119.9971317,low,5,Fyke_Net,9.404121438,0.72044,9.323036189,4,25.9,18.5,2.221511
C:\Users\Chelsea\Documents\MCGILL\Bluegill Sunfish Data\2018 Photos\BLUEGILL\BLG CRAMPTON 2018\Crampton Light Adj\CR FN9 011,7.981730869,CR FN9 011.jpg,CR,88.3044528,low,5,Fyke_Net,9.150753797,0.72044,9.355638687,4,25.9,18.5,2.221511
